ld	start	end
chr8_124000001_127000001.npz	125000001	126000001
chr8_125000001_128000001.npz	126000001	127000001
chr8_126000001_129000001.npz	127000001	128000001
chr8_127000001_130000001.npz	128000001	129000001
chr8_128000001_131000001.npz	129000001	130000001
chr8_129000001_132000001.npz	130000001	131000001
chr8_130000001_133000001.npz	131000001	132000001
chr8_131000001_134000001.npz	132000001	133000001
chr8_132000001_135000001.npz	133000001	134000001
chr8_133000001_136000001.npz	134000001	135000001
chr8_134000001_137000001.npz	135000001	136000001
chr8_135000001_138000001.npz	136000001	137000001
chr8_136000001_139000001.npz	137000001	138000001
chr8_137000001_140000001.npz	138000001	139000001
chr8_138000001_141000001.npz	139000001	140000001
chr8_139000001_142000001.npz	140000001	141000001
chr8_140000001_143000001.npz	141000001	142000001
chr8_141000001_144000001.npz	142000001	143000001
chr8_142000001_145000001.npz	143000001	144000001
chr8_143000001_146000001.npz	144000001	145000001
chr8_144000001_147000001.npz	145000001	146000001
chr8_145000001_148000001.npz	146000001	147000001
chr8_146000001_149000001.npz	147000001	149000001
