ld	start	end
chr7_127000001_130000001.npz	128000001	129000001
chr7_128000001_131000001.npz	129000001	130000001
chr7_129000001_132000001.npz	130000001	131000001
chr7_130000001_133000001.npz	131000001	132000001
chr7_131000001_134000001.npz	132000001	133000001
chr7_132000001_135000001.npz	133000001	134000001
chr7_133000001_136000001.npz	134000001	135000001
chr7_134000001_137000001.npz	135000001	136000001
chr7_135000001_138000001.npz	136000001	137000001
chr7_136000001_139000001.npz	137000001	138000001
chr7_137000001_140000001.npz	138000001	139000001
chr7_138000001_141000001.npz	139000001	140000001
chr7_139000001_142000001.npz	140000001	141000001
chr7_140000001_143000001.npz	141000001	142000001
chr7_141000001_144000001.npz	142000001	143000001
chr7_142000001_145000001.npz	143000001	144000001
chr7_143000001_146000001.npz	144000001	145000001
chr7_144000001_147000001.npz	145000001	146000001
chr7_145000001_148000001.npz	146000001	147000001
chr7_146000001_149000001.npz	147000001	148000001
chr7_147000001_150000001.npz	148000001	149000001
chr7_148000001_151000001.npz	149000001	150000001
chr7_149000001_152000001.npz	150000001	151000001
chr7_150000001_153000001.npz	151000001	152000001
chr7_151000001_154000001.npz	152000001	153000001
chr7_152000001_155000001.npz	153000001	154000001
chr7_153000001_156000001.npz	154000001	155000001
chr7_154000001_157000001.npz	155000001	156000001
chr7_155000001_158000001.npz	156000001	157000001
chr7_156000001_159000001.npz	157000001	158000001
chr7_157000001_160000001.npz	158000001	159000001
chr7_158000001_161000001.npz	159000001	160000001
chr7_159000001_162000001.npz	160000001	162000001
