ld	start	end
chr6_71000001_74000001.npz	72000001	73000001
chr6_72000001_75000001.npz	73000001	74000001
chr6_73000001_76000001.npz	74000001	75000001
chr6_74000001_77000001.npz	75000001	76000001
chr6_75000001_78000001.npz	76000001	77000001
chr6_76000001_79000001.npz	77000001	78000001
chr6_77000001_80000001.npz	78000001	79000001
chr6_78000001_81000001.npz	79000001	80000001
chr6_79000001_82000001.npz	80000001	81000001
chr6_80000001_83000001.npz	81000001	82000001
chr6_81000001_84000001.npz	82000001	83000001
chr6_82000001_85000001.npz	83000001	84000001
chr6_83000001_86000001.npz	84000001	85000001
chr6_84000001_87000001.npz	85000001	86000001
chr6_85000001_88000001.npz	86000001	87000001
chr6_86000001_89000001.npz	87000001	88000001
chr6_87000001_90000001.npz	88000001	89000001
chr6_88000001_91000001.npz	89000001	90000001
chr6_89000001_92000001.npz	90000001	91000001
chr6_90000001_93000001.npz	91000001	92000001
chr6_91000001_94000001.npz	92000001	93000001
chr6_92000001_95000001.npz	93000001	94000001
chr6_93000001_96000001.npz	94000001	95000001
chr6_94000001_97000001.npz	95000001	96000001
chr6_95000001_98000001.npz	96000001	97000001
chr6_96000001_99000001.npz	97000001	98000001
chr6_97000001_100000001.npz	98000001	99000001
chr6_98000001_101000001.npz	99000001	100000001
chr6_99000001_102000001.npz	100000001	101000001
chr6_100000001_103000001.npz	101000001	102000001
chr6_101000001_104000001.npz	102000001	103000001
chr6_102000001_105000001.npz	103000001	104000001
chr6_103000001_106000001.npz	104000001	105000001
chr6_104000001_107000001.npz	105000001	106000001
chr6_105000001_108000001.npz	106000001	107000001
chr6_106000001_109000001.npz	107000001	108000001
chr6_107000001_110000001.npz	108000001	109000001
chr6_108000001_111000001.npz	109000001	110000001
chr6_109000001_112000001.npz	110000001	111000001
chr6_110000001_113000001.npz	111000001	112000001
chr6_111000001_114000001.npz	112000001	113000001
chr6_112000001_115000001.npz	113000001	114000001
chr6_113000001_116000001.npz	114000001	115000001
chr6_114000001_117000001.npz	115000001	116000001
chr6_115000001_118000001.npz	116000001	117000001
chr6_116000001_119000001.npz	117000001	118000001
chr6_117000001_120000001.npz	118000001	119000001
chr6_118000001_121000001.npz	119000001	120000001
chr6_119000001_122000001.npz	120000001	121000001
chr6_120000001_123000001.npz	121000001	122000001
chr6_121000001_124000001.npz	122000001	123000001
chr6_122000001_125000001.npz	123000001	124000001
chr6_123000001_126000001.npz	124000001	125000001
chr6_124000001_127000001.npz	125000001	126000001
chr6_125000001_128000001.npz	126000001	127000001
chr6_126000001_129000001.npz	127000001	128000001
chr6_127000001_130000001.npz	128000001	129000001
chr6_128000001_131000001.npz	129000001	130000001
chr6_129000001_132000001.npz	130000001	131000001
chr6_130000001_133000001.npz	131000001	132000001
chr6_131000001_134000001.npz	132000001	133000001
chr6_132000001_135000001.npz	133000001	134000001
chr6_133000001_136000001.npz	134000001	135000001
chr6_134000001_137000001.npz	135000001	136000001
chr6_135000001_138000001.npz	136000001	137000001
chr6_136000001_139000001.npz	137000001	138000001
chr6_137000001_140000001.npz	138000001	139000001
chr6_138000001_141000001.npz	139000001	140000001
chr6_139000001_142000001.npz	140000001	141000001
chr6_140000001_143000001.npz	141000001	142000001
chr6_141000001_144000001.npz	142000001	143000001
chr6_142000001_145000001.npz	143000001	144000001
chr6_143000001_146000001.npz	144000001	145000001
chr6_144000001_147000001.npz	145000001	146000001
chr6_145000001_148000001.npz	146000001	147000001
chr6_146000001_149000001.npz	147000001	148000001
chr6_147000001_150000001.npz	148000001	149000001
chr6_148000001_151000001.npz	149000001	150000001
chr6_149000001_152000001.npz	150000001	151000001
chr6_150000001_153000001.npz	151000001	152000001
chr6_151000001_154000001.npz	152000001	153000001
chr6_152000001_155000001.npz	153000001	154000001
chr6_153000001_156000001.npz	154000001	155000001
chr6_154000001_157000001.npz	155000001	156000001
chr6_155000001_158000001.npz	156000001	157000001
chr6_156000001_159000001.npz	157000001	158000001
chr6_157000001_160000001.npz	158000001	159000001
chr6_158000001_161000001.npz	159000001	160000001
chr6_159000001_162000001.npz	160000001	161000001
chr6_160000001_163000001.npz	161000001	162000001
chr6_161000001_164000001.npz	162000001	163000001
chr6_162000001_165000001.npz	163000001	164000001
chr6_163000001_166000001.npz	164000001	165000001
chr6_164000001_167000001.npz	165000001	166000001
chr6_165000001_168000001.npz	166000001	167000001
chr6_166000001_169000001.npz	167000001	168000001
chr6_167000001_170000001.npz	168000001	169000001
chr6_168000001_171000001.npz	169000001	170000001
chr6_169000001_172000001.npz	170000001	171000001
chr6_170000001_173000001.npz	171000001	172000001
chr6_171000001_174000001.npz	172000001	174000001
