ld	start	end
chr4_63000001_66000001.npz	64000001	65000001
chr4_64000001_67000001.npz	65000001	66000001
chr4_65000001_68000001.npz	66000001	67000001
chr4_66000001_69000001.npz	67000001	68000001
chr4_67000001_70000001.npz	68000001	69000001
chr4_68000001_71000001.npz	69000001	70000001
chr4_69000001_72000001.npz	70000001	71000001
chr4_70000001_73000001.npz	71000001	72000001
chr4_71000001_74000001.npz	72000001	73000001
chr4_72000001_75000001.npz	73000001	74000001
chr4_73000001_76000001.npz	74000001	75000001
chr4_74000001_77000001.npz	75000001	76000001
chr4_75000001_78000001.npz	76000001	77000001
chr4_76000001_79000001.npz	77000001	78000001
chr4_77000001_80000001.npz	78000001	79000001
chr4_78000001_81000001.npz	79000001	80000001
chr4_79000001_82000001.npz	80000001	81000001
chr4_80000001_83000001.npz	81000001	82000001
chr4_81000001_84000001.npz	82000001	83000001
chr4_82000001_85000001.npz	83000001	84000001
chr4_83000001_86000001.npz	84000001	85000001
chr4_84000001_87000001.npz	85000001	86000001
chr4_85000001_88000001.npz	86000001	87000001
chr4_86000001_89000001.npz	87000001	88000001
chr4_87000001_90000001.npz	88000001	89000001
chr4_88000001_91000001.npz	89000001	90000001
chr4_89000001_92000001.npz	90000001	91000001
chr4_90000001_93000001.npz	91000001	92000001
chr4_91000001_94000001.npz	92000001	93000001
chr4_92000001_95000001.npz	93000001	94000001
chr4_93000001_96000001.npz	94000001	95000001
chr4_94000001_97000001.npz	95000001	96000001
chr4_95000001_98000001.npz	96000001	97000001
chr4_96000001_99000001.npz	97000001	98000001
chr4_97000001_100000001.npz	98000001	99000001
chr4_98000001_101000001.npz	99000001	100000001
chr4_99000001_102000001.npz	100000001	101000001
chr4_100000001_103000001.npz	101000001	102000001
chr4_101000001_104000001.npz	102000001	103000001
chr4_102000001_105000001.npz	103000001	104000001
chr4_103000001_106000001.npz	104000001	105000001
chr4_104000001_107000001.npz	105000001	106000001
chr4_105000001_108000001.npz	106000001	107000001
chr4_106000001_109000001.npz	107000001	108000001
chr4_107000001_110000001.npz	108000001	109000001
chr4_108000001_111000001.npz	109000001	110000001
chr4_109000001_112000001.npz	110000001	111000001
chr4_110000001_113000001.npz	111000001	112000001
chr4_111000001_114000001.npz	112000001	113000001
chr4_112000001_115000001.npz	113000001	114000001
chr4_113000001_116000001.npz	114000001	115000001
chr4_114000001_117000001.npz	115000001	116000001
chr4_115000001_118000001.npz	116000001	117000001
chr4_116000001_119000001.npz	117000001	118000001
chr4_117000001_120000001.npz	118000001	119000001
chr4_118000001_121000001.npz	119000001	120000001
chr4_119000001_122000001.npz	120000001	121000001
chr4_120000001_123000001.npz	121000001	122000001
chr4_121000001_124000001.npz	122000001	123000001
chr4_122000001_125000001.npz	123000001	124000001
chr4_123000001_126000001.npz	124000001	125000001
chr4_124000001_127000001.npz	125000001	126000001
chr4_125000001_128000001.npz	126000001	127000001
chr4_126000001_129000001.npz	127000001	128000001
chr4_127000001_130000001.npz	128000001	129000001
chr4_128000001_131000001.npz	129000001	130000001
chr4_129000001_132000001.npz	130000001	131000001
chr4_130000001_133000001.npz	131000001	132000001
chr4_131000001_134000001.npz	132000001	133000001
chr4_132000001_135000001.npz	133000001	134000001
chr4_133000001_136000001.npz	134000001	135000001
chr4_134000001_137000001.npz	135000001	136000001
chr4_135000001_138000001.npz	136000001	137000001
chr4_136000001_139000001.npz	137000001	138000001
chr4_137000001_140000001.npz	138000001	139000001
chr4_138000001_141000001.npz	139000001	140000001
chr4_139000001_142000001.npz	140000001	141000001
chr4_140000001_143000001.npz	141000001	142000001
chr4_141000001_144000001.npz	142000001	143000001
chr4_142000001_145000001.npz	143000001	144000001
chr4_143000001_146000001.npz	144000001	145000001
chr4_144000001_147000001.npz	145000001	146000001
chr4_145000001_148000001.npz	146000001	147000001
chr4_146000001_149000001.npz	147000001	148000001
chr4_147000001_150000001.npz	148000001	149000001
chr4_148000001_151000001.npz	149000001	150000001
chr4_149000001_152000001.npz	150000001	151000001
chr4_150000001_153000001.npz	151000001	152000001
chr4_151000001_154000001.npz	152000001	153000001
chr4_152000001_155000001.npz	153000001	154000001
chr4_153000001_156000001.npz	154000001	155000001
chr4_154000001_157000001.npz	155000001	156000001
chr4_155000001_158000001.npz	156000001	157000001
chr4_156000001_159000001.npz	157000001	158000001
chr4_157000001_160000001.npz	158000001	159000001
chr4_158000001_161000001.npz	159000001	160000001
chr4_159000001_162000001.npz	160000001	161000001
chr4_160000001_163000001.npz	161000001	162000001
chr4_161000001_164000001.npz	162000001	163000001
chr4_162000001_165000001.npz	163000001	164000001
chr4_163000001_166000001.npz	164000001	165000001
chr4_164000001_167000001.npz	165000001	166000001
chr4_165000001_168000001.npz	166000001	167000001
chr4_166000001_169000001.npz	167000001	168000001
chr4_167000001_170000001.npz	168000001	169000001
chr4_168000001_171000001.npz	169000001	170000001
chr4_169000001_172000001.npz	170000001	171000001
chr4_170000001_173000001.npz	171000001	172000001
chr4_171000001_174000001.npz	172000001	173000001
chr4_172000001_175000001.npz	173000001	174000001
chr4_173000001_176000001.npz	174000001	175000001
chr4_174000001_177000001.npz	175000001	176000001
chr4_175000001_178000001.npz	176000001	177000001
chr4_176000001_179000001.npz	177000001	178000001
chr4_177000001_180000001.npz	178000001	179000001
chr4_178000001_181000001.npz	179000001	180000001
chr4_179000001_182000001.npz	180000001	181000001
chr4_180000001_183000001.npz	181000001	182000001
chr4_181000001_184000001.npz	182000001	183000001
chr4_182000001_185000001.npz	183000001	184000001
chr4_183000001_186000001.npz	184000001	185000001
chr4_184000001_187000001.npz	185000001	186000001
chr4_185000001_188000001.npz	186000001	187000001
chr4_186000001_189000001.npz	187000001	188000001
chr4_187000001_190000001.npz	188000001	189000001
chr4_188000001_191000001.npz	189000001	190000001
chr4_189000001_192000001.npz	190000001	191000001
chr4_190000001_193000001.npz	191000001	192000001
chr4_191000001_194000001.npz	192000001	194000001
