ld	start	end
chr10_61000001_64000001.npz	62000001	63000001
chr10_62000001_65000001.npz	63000001	64000001
chr10_63000001_66000001.npz	64000001	65000001
chr10_64000001_67000001.npz	65000001	66000001
chr10_65000001_68000001.npz	66000001	67000001
chr10_66000001_69000001.npz	67000001	68000001
chr10_67000001_70000001.npz	68000001	69000001
chr10_68000001_71000001.npz	69000001	70000001
chr10_69000001_72000001.npz	70000001	71000001
chr10_70000001_73000001.npz	71000001	72000001
chr10_71000001_74000001.npz	72000001	73000001
chr10_72000001_75000001.npz	73000001	74000001
chr10_73000001_76000001.npz	74000001	75000001
chr10_74000001_77000001.npz	75000001	76000001
chr10_75000001_78000001.npz	76000001	77000001
chr10_76000001_79000001.npz	77000001	78000001
chr10_77000001_80000001.npz	78000001	79000001
chr10_78000001_81000001.npz	79000001	80000001
chr10_79000001_82000001.npz	80000001	81000001
chr10_80000001_83000001.npz	81000001	82000001
chr10_81000001_84000001.npz	82000001	83000001
chr10_82000001_85000001.npz	83000001	84000001
chr10_83000001_86000001.npz	84000001	85000001
chr10_84000001_87000001.npz	85000001	86000001
chr10_85000001_88000001.npz	86000001	87000001
chr10_86000001_89000001.npz	87000001	88000001
chr10_87000001_90000001.npz	88000001	89000001
chr10_88000001_91000001.npz	89000001	90000001
chr10_89000001_92000001.npz	90000001	91000001
chr10_90000001_93000001.npz	91000001	92000001
chr10_91000001_94000001.npz	92000001	93000001
chr10_92000001_95000001.npz	93000001	94000001
chr10_93000001_96000001.npz	94000001	95000001
chr10_94000001_97000001.npz	95000001	96000001
chr10_95000001_98000001.npz	96000001	97000001
chr10_96000001_99000001.npz	97000001	98000001
chr10_97000001_100000001.npz	98000001	99000001
chr10_98000001_101000001.npz	99000001	100000001
chr10_99000001_102000001.npz	100000001	101000001
chr10_100000001_103000001.npz	101000001	102000001
chr10_101000001_104000001.npz	102000001	103000001
chr10_102000001_105000001.npz	103000001	104000001
chr10_103000001_106000001.npz	104000001	105000001
chr10_104000001_107000001.npz	105000001	106000001
chr10_105000001_108000001.npz	106000001	107000001
chr10_106000001_109000001.npz	107000001	108000001
chr10_107000001_110000001.npz	108000001	109000001
chr10_108000001_111000001.npz	109000001	110000001
chr10_109000001_112000001.npz	110000001	111000001
chr10_110000001_113000001.npz	111000001	112000001
chr10_111000001_114000001.npz	112000001	113000001
chr10_112000001_115000001.npz	113000001	114000001
chr10_113000001_116000001.npz	114000001	115000001
chr10_114000001_117000001.npz	115000001	116000001
chr10_115000001_118000001.npz	116000001	117000001
chr10_116000001_119000001.npz	117000001	118000001
chr10_117000001_120000001.npz	118000001	119000001
chr10_118000001_121000001.npz	119000001	120000001
chr10_119000001_122000001.npz	120000001	121000001
chr10_120000001_123000001.npz	121000001	122000001
chr10_121000001_124000001.npz	122000001	123000001
chr10_122000001_125000001.npz	123000001	124000001
chr10_123000001_126000001.npz	124000001	125000001
chr10_124000001_127000001.npz	125000001	126000001
chr10_125000001_128000001.npz	126000001	127000001
chr10_126000001_129000001.npz	127000001	128000001
chr10_127000001_130000001.npz	128000001	129000001
chr10_128000001_131000001.npz	129000001	130000001
chr10_129000001_132000001.npz	130000001	131000001
chr10_130000001_133000001.npz	131000001	132000001
chr10_131000001_134000001.npz	132000001	133000001
chr10_132000001_135000001.npz	133000001	134000001
chr10_133000001_136000001.npz	134000001	135000001
chr10_134000001_137000001.npz	135000001	136000001
chr10_135000001_138000001.npz	136000001	138000001
