ld	start	end
chr2_75000001_78000001.npz	76000001	77000001
chr2_76000001_79000001.npz	77000001	78000001
chr2_77000001_80000001.npz	78000001	79000001
chr2_78000001_81000001.npz	79000001	80000001
chr2_79000001_82000001.npz	80000001	81000001
chr2_80000001_83000001.npz	81000001	82000001
chr2_81000001_84000001.npz	82000001	83000001
chr2_82000001_85000001.npz	83000001	84000001
chr2_83000001_86000001.npz	84000001	85000001
chr2_84000001_87000001.npz	85000001	86000001
chr2_85000001_88000001.npz	86000001	87000001
chr2_86000001_89000001.npz	87000001	88000001
chr2_87000001_90000001.npz	88000001	89000001
chr2_88000001_91000001.npz	89000001	90000001
chr2_89000001_92000001.npz	90000001	91000001
chr2_90000001_93000001.npz	91000001	92000001
chr2_91000001_94000001.npz	92000001	93000001
chr2_92000001_95000001.npz	93000001	94000001
chr2_93000001_96000001.npz	94000001	95000001
chr2_94000001_97000001.npz	95000001	96000001
chr2_95000001_98000001.npz	96000001	97000001
chr2_96000001_99000001.npz	97000001	98000001
chr2_97000001_100000001.npz	98000001	99000001
chr2_98000001_101000001.npz	99000001	100000001
chr2_99000001_102000001.npz	100000001	101000001
chr2_100000001_103000001.npz	101000001	102000001
chr2_101000001_104000001.npz	102000001	103000001
chr2_102000001_105000001.npz	103000001	104000001
chr2_103000001_106000001.npz	104000001	105000001
chr2_104000001_107000001.npz	105000001	106000001
chr2_105000001_108000001.npz	106000001	107000001
chr2_106000001_109000001.npz	107000001	108000001
chr2_107000001_110000001.npz	108000001	109000001
chr2_108000001_111000001.npz	109000001	110000001
chr2_109000001_112000001.npz	110000001	111000001
chr2_110000001_113000001.npz	111000001	112000001
chr2_111000001_114000001.npz	112000001	113000001
chr2_112000001_115000001.npz	113000001	114000001
chr2_113000001_116000001.npz	114000001	115000001
chr2_114000001_117000001.npz	115000001	116000001
chr2_115000001_118000001.npz	116000001	117000001
chr2_116000001_119000001.npz	117000001	118000001
chr2_117000001_120000001.npz	118000001	119000001
chr2_118000001_121000001.npz	119000001	120000001
chr2_119000001_122000001.npz	120000001	121000001
chr2_120000001_123000001.npz	121000001	122000001
chr2_121000001_124000001.npz	122000001	123000001
chr2_122000001_125000001.npz	123000001	124000001
chr2_123000001_126000001.npz	124000001	125000001
chr2_124000001_127000001.npz	125000001	126000001
chr2_125000001_128000001.npz	126000001	127000001
chr2_126000001_129000001.npz	127000001	128000001
chr2_127000001_130000001.npz	128000001	129000001
chr2_128000001_131000001.npz	129000001	130000001
chr2_129000001_132000001.npz	130000001	131000001
chr2_130000001_133000001.npz	131000001	132000001
chr2_131000001_134000001.npz	132000001	133000001
chr2_132000001_135000001.npz	133000001	134000001
chr2_133000001_136000001.npz	134000001	135000001
chr2_134000001_137000001.npz	135000001	136000001
chr2_135000001_138000001.npz	136000001	137000001
chr2_136000001_139000001.npz	137000001	138000001
chr2_137000001_140000001.npz	138000001	139000001
chr2_138000001_141000001.npz	139000001	140000001
chr2_139000001_142000001.npz	140000001	141000001
chr2_140000001_143000001.npz	141000001	142000001
chr2_141000001_144000001.npz	142000001	143000001
chr2_142000001_145000001.npz	143000001	144000001
chr2_143000001_146000001.npz	144000001	145000001
chr2_144000001_147000001.npz	145000001	146000001
chr2_145000001_148000001.npz	146000001	147000001
chr2_146000001_149000001.npz	147000001	148000001
chr2_147000001_150000001.npz	148000001	149000001
chr2_148000001_151000001.npz	149000001	150000001
chr2_149000001_152000001.npz	150000001	151000001
chr2_150000001_153000001.npz	151000001	152000001
chr2_151000001_154000001.npz	152000001	153000001
chr2_152000001_155000001.npz	153000001	154000001
chr2_153000001_156000001.npz	154000001	155000001
chr2_154000001_157000001.npz	155000001	156000001
chr2_155000001_158000001.npz	156000001	157000001
chr2_156000001_159000001.npz	157000001	158000001
chr2_157000001_160000001.npz	158000001	159000001
chr2_158000001_161000001.npz	159000001	160000001
chr2_159000001_162000001.npz	160000001	161000001
chr2_160000001_163000001.npz	161000001	162000001
chr2_161000001_164000001.npz	162000001	163000001
chr2_162000001_165000001.npz	163000001	164000001
chr2_163000001_166000001.npz	164000001	165000001
chr2_164000001_167000001.npz	165000001	166000001
chr2_165000001_168000001.npz	166000001	167000001
chr2_166000001_169000001.npz	167000001	168000001
chr2_167000001_170000001.npz	168000001	169000001
chr2_168000001_171000001.npz	169000001	170000001
chr2_169000001_172000001.npz	170000001	171000001
chr2_170000001_173000001.npz	171000001	172000001
chr2_171000001_174000001.npz	172000001	173000001
chr2_172000001_175000001.npz	173000001	174000001
chr2_173000001_176000001.npz	174000001	175000001
chr2_174000001_177000001.npz	175000001	176000001
chr2_175000001_178000001.npz	176000001	177000001
chr2_176000001_179000001.npz	177000001	178000001
chr2_177000001_180000001.npz	178000001	179000001
chr2_178000001_181000001.npz	179000001	180000001
chr2_179000001_182000001.npz	180000001	181000001
chr2_180000001_183000001.npz	181000001	182000001
chr2_181000001_184000001.npz	182000001	183000001
chr2_182000001_185000001.npz	183000001	184000001
chr2_183000001_186000001.npz	184000001	185000001
chr2_184000001_187000001.npz	185000001	186000001
chr2_185000001_188000001.npz	186000001	187000001
chr2_186000001_189000001.npz	187000001	188000001
chr2_187000001_190000001.npz	188000001	189000001
chr2_188000001_191000001.npz	189000001	190000001
chr2_189000001_192000001.npz	190000001	191000001
chr2_190000001_193000001.npz	191000001	192000001
chr2_191000001_194000001.npz	192000001	193000001
chr2_192000001_195000001.npz	193000001	194000001
chr2_193000001_196000001.npz	194000001	195000001
chr2_194000001_197000001.npz	195000001	196000001
chr2_195000001_198000001.npz	196000001	197000001
chr2_196000001_199000001.npz	197000001	198000001
chr2_197000001_200000001.npz	198000001	199000001
chr2_198000001_201000001.npz	199000001	200000001
chr2_199000001_202000001.npz	200000001	201000001
chr2_200000001_203000001.npz	201000001	202000001
chr2_201000001_204000001.npz	202000001	203000001
chr2_202000001_205000001.npz	203000001	204000001
chr2_203000001_206000001.npz	204000001	205000001
chr2_204000001_207000001.npz	205000001	206000001
chr2_205000001_208000001.npz	206000001	207000001
chr2_206000001_209000001.npz	207000001	208000001
chr2_207000001_210000001.npz	208000001	209000001
chr2_208000001_211000001.npz	209000001	210000001
chr2_209000001_212000001.npz	210000001	211000001
chr2_210000001_213000001.npz	211000001	212000001
chr2_211000001_214000001.npz	212000001	213000001
chr2_212000001_215000001.npz	213000001	214000001
chr2_213000001_216000001.npz	214000001	215000001
chr2_214000001_217000001.npz	215000001	216000001
chr2_215000001_218000001.npz	216000001	217000001
chr2_216000001_219000001.npz	217000001	218000001
chr2_217000001_220000001.npz	218000001	219000001
chr2_218000001_221000001.npz	219000001	220000001
chr2_219000001_222000001.npz	220000001	221000001
chr2_220000001_223000001.npz	221000001	222000001
chr2_221000001_224000001.npz	222000001	223000001
chr2_222000001_225000001.npz	223000001	224000001
chr2_223000001_226000001.npz	224000001	225000001
chr2_224000001_227000001.npz	225000001	226000001
chr2_225000001_228000001.npz	226000001	227000001
chr2_226000001_229000001.npz	227000001	228000001
chr2_227000001_230000001.npz	228000001	229000001
chr2_228000001_231000001.npz	229000001	230000001
chr2_229000001_232000001.npz	230000001	231000001
chr2_230000001_233000001.npz	231000001	232000001
chr2_231000001_234000001.npz	232000001	233000001
chr2_232000001_235000001.npz	233000001	234000001
chr2_233000001_236000001.npz	234000001	235000001
chr2_234000001_237000001.npz	235000001	236000001
chr2_235000001_238000001.npz	236000001	237000001
chr2_236000001_239000001.npz	237000001	238000001
chr2_237000001_240000001.npz	238000001	239000001
chr2_238000001_241000001.npz	239000001	240000001
chr2_239000001_242000001.npz	240000001	241000001
chr2_240000001_243000001.npz	241000001	242000001
chr2_241000001_244000001.npz	242000001	243000001
chr2_242000001_245000001.npz	243000001	244000001
chr2_243000001_246000001.npz	244000001	246000001
