ld	start	end
chr12_116000001_119000001.npz	117000001	118000001
chr12_117000001_120000001.npz	118000001	119000001
chr12_118000001_121000001.npz	119000001	120000001
chr12_119000001_122000001.npz	120000001	121000001
chr12_120000001_123000001.npz	121000001	122000001
chr12_121000001_124000001.npz	122000001	123000001
chr12_122000001_125000001.npz	123000001	124000001
chr12_123000001_126000001.npz	124000001	125000001
chr12_124000001_127000001.npz	125000001	126000001
chr12_125000001_128000001.npz	126000001	127000001
chr12_126000001_129000001.npz	127000001	128000001
chr12_127000001_130000001.npz	128000001	129000001
chr12_128000001_131000001.npz	129000001	130000001
chr12_129000001_132000001.npz	130000001	131000001
chr12_130000001_133000001.npz	131000001	132000001
chr12_131000001_134000001.npz	132000001	133000001
chr12_132000001_135000001.npz	133000001	134000001
chr12_133000001_136000001.npz	134000001	136000001
